playlist_id,song_id,added_date
742,60,2025-09-22
24199,95,2024-04-22
5746,62,2024-09-16
14908,65,2025-10-15
37620,91,2025-05-28
13604,91,2024-08-06
334,54,2024-06-24
14298,63,2025-01-23
34290,90,2024-09-06
36691,97,2025-12-29
35227,91,2026-01-11
10682,75,2025-12-04
24567,75,2024-07-30
32524,103,2025-11-18
180,46,2025-02-28
39054,62,2024-06-10
22292,29,2026-02-19
12815,111,2025-10-11
7086,43,2025-06-12
952,21,2024-11-18
30245,9,2026-02-16
18170,24,2025-11-18
25888,35,2025-02-19
16185,31,2024-11-08
32141,92,2025-06-11
32300,7,2025-11-16
1861,1,2025-09-04
21401,12,2026-01-06
26529,11,2025-02-24
10234,3,2024-07-14
33000,13,2025-09-01
25489,119,2024-10-04
8749,69,2025-02-09
1463,89,2025-01-01
12987,54,2025-12-01
23485,9,2025-01-21
11350,2,2025-05-23
13230,34,2025-07-10
24005,33,2026-02-17
39697,115,2024-12-10
30665,4,2025-05-05
12959,116,2024-05-21
22476,80,2024-12-22
7462,27,2025-08-11
28307,16,2025-12-24
129,48,2025-01-28
3266,115,2025-03-03
39460,61,2025-02-12
27396,86,2025-10-06
21536,46,2024-06-08
21045,57,2025-12-19
33629,101,2025-03-13
20975,83,2025-10-01
7049,51,2025-02-02
6071,106,2026-02-07
5098,96,2025-12-22
29962,57,2025-01-04
18214,3,2024-07-02
12051,38,2024-03-27
18087,108,2024-08-07
13394,77,2024-04-21
39250,29,2024-09-15
3661,120,2025-08-09
10751,28,2024-04-17
36259,59,2025-01-14
16725,17,2025-02-15
17986,42,2025-12-29
27701,110,2024-12-02
11173,78,2026-02-21
13670,52,2026-03-09
8698,105,2025-03-12
28145,11,2025-07-15
24641,22,2025-10-31
30662,3,2025-02-23
8646,70,2026-02-09
14940,91,2024-10-10
7735,119,2024-12-23
33415,35,2025-01-27
20669,104,2025-10-07
9707,80,2025-10-15
19972,77,2025-04-10
23733,8,2024-05-27
35855,35,2024-06-17
1,51,2026-02-19
22866,43,2025-11-12
34326,107,2025-05-28
11895,82,2026-02-01
1796,7,2024-06-17
21582,48,2024-06-08
36784,65,2024-03-31
29389,65,2024-08-16
23111,23,2025-05-28
37518,114,2025-02-21
19768,68,2026-01-15
2359,63,2024-05-23
36769,71,2025-03-18
25036,62,2026-02-27
39208,51,2025-02-13
13266,115,2025-08-03
36731,62,2025-08-09
33188,77,2024-10-15
3092,58,2024-06-18
26210,33,2025-08-17
8794,62,2024-08-28
1989,85,2025-11-29
30384,100,2026-02-09
5734,4,2024-08-15
13260,78,2024-12-14
18036,103,2025-12-28
33513,4,2026-03-03
38128,51,2026-01-25
7274,13,2025-06-28
21865,54,2024-04-16
21514,91,2024-07-22
14450,44,2024-08-03
37451,24,2025-02-11
14545,35,2024-12-25
23642,31,2025-04-30
18851,113,2025-11-17
38555,32,2025-08-05
24109,75,2025-01-05
2349,104,2025-09-16
20178,49,2025-02-23
6194,63,2025-02-19
29118,20,2025-06-23
26813,67,2024-08-14
17120,85,2025-09-04
18802,27,2024-08-09
28603,102,2024-08-08
23979,91,2024-03-31
5042,49,2024-12-21
3357,15,2025-09-23
23940,34,2024-08-19
17891,39,2025-04-23
22385,89,2024-08-10
2452,116,2024-12-04
5979,69,2024-09-30
1871,49,2025-03-28
32363,25,2024-05-21
20896,48,2024-09-18
30070,38,2024-06-26
14772,85,2025-12-29
2078,32,2025-02-11
30289,18,2026-01-05
15072,58,2024-04-06
31589,80,2025-06-16
36516,28,2025-05-13
32465,48,2025-08-31
30722,30,2025-11-11
16923,99,2024-04-11
4877,64,2025-03-05
30713,8,2025-04-06
15860,104,2025-07-10
32754,89,2024-08-01
37648,10,2026-02-10
16736,42,2024-09-03
12869,51,2025-01-15
31098,118,2025-12-22
1466,115,2025-03-21
32436,102,2025-12-11
9356,82,2024-10-14
4193,58,2025-12-08
39044,23,2025-12-26
34310,31,2024-11-02
18930,14,2025-04-12
6187,47,2024-03-25
37151,52,2024-04-26
13143,110,2024-04-13
4017,68,2024-07-23
12807,42,2026-02-27
18224,29,2025-02-14
22041,30,2025-07-09
33137,95,2024-09-14
4511,100,2025-01-10
34487,4,2024-12-23
2044,31,2025-03-05
14735,90,2025-08-23
33865,118,2024-09-22
24486,13,2024-11-23
32237,51,2025-02-05
17113,19,2025-02-02
39470,6,2024-12-22
24853,63,2025-11-13
36938,110,2025-02-25
35902,118,2024-08-14
2048,48,2024-06-02
26547,26,2025-02-10
18375,61,2024-06-24
24482,25,2025-01-23
7181,109,2025-08-12
28258,89,2024-11-22
7370,106,2025-08-16
220,52,2025-03-24
8720,50,2025-09-11
15243,47,2024-11-27
22603,110,2024-06-18
21285,113,2025-01-31
36465,29,2025-04-22
3051,70,2024-11-28
24102,32,2024-06-17
4624,77,2024-11-06
6644,79,2025-04-08
39644,81,2024-07-05
13593,111,2024-08-02
26901,49,2025-08-21
25679,94,2024-07-22
18035,109,2026-01-21
9243,96,2024-06-30
26444,65,2024-08-25
2994,17,2024-04-01
32998,44,2025-07-15
1966,10,2026-03-06
33888,45,2025-02-18
9321,30,2025-01-14
14850,116,2025-11-15
10992,93,2026-02-16
5868,120,2026-03-12
34589,65,2025-08-02
4343,106,2024-07-23
61,26,2026-01-24
16806,98,2024-10-26
22033,84,2024-07-04
33566,97,2025-01-24
814,65,2025-06-05
13703,55,2024-10-16
24376,104,2024-04-26
24063,85,2025-06-19
18116,27,2024-03-15
36289,51,2024-10-10
31137,120,2024-12-21
27349,21,2025-11-03
14225,54,2025-05-24
499,28,2025-09-20
9580,119,2025-08-31
24690,1,2024-04-18
18873,9,2025-10-07
2272,19,2024-07-21
23858,118,2024-04-23
33295,8,2024-09-29
19273,10,2025-02-13
1289,1,2025-11-25
27290,27,2025-03-19
34681,9,2025-01-01
14010,57,2026-01-23
30529,83,2025-07-31
12889,21,2025-05-23
6223,60,2026-01-30
24507,46,2025-08-06
26886,106,2024-05-09
14260,58,2024-04-06
31532,113,2025-08-25
2002,29,2025-11-03
21184,46,2025-01-07
5177,3,2025-05-22
39275,51,2025-06-01
30926,59,2025-01-20
24887,88,2024-09-13
34019,72,2026-01-10
25331,116,2025-06-21
9045,84,2024-03-29
11072,43,2024-09-12
5948,18,2025-07-13
23030,71,2024-07-17
14743,103,2025-01-12
1413,29,2025-11-24
33736,56,2024-11-24
34213,85,2025-04-27
34018,13,2025-09-02
14855,15,2024-10-31
37877,89,2024-10-06
37663,91,2024-04-16
30424,85,2024-03-22
6123,33,2025-01-24
39350,96,2025-07-28
2346,59,2025-03-02
29101,47,2025-01-18
38895,52,2025-05-27
11690,2,2024-09-04
23064,7,2025-04-24
19258,25,2025-04-29
12329,118,2025-05-03
33935,36,2026-03-09
26099,91,2024-06-18
32139,88,2026-03-10
19662,57,2024-07-23
37882,98,2024-08-09
36164,60,2026-03-02
22206,117,2024-07-31
4159,64,2024-09-13
5336,23,2025-11-13
24917,37,2025-04-24
17011,40,2025-08-08
38056,50,2026-03-01
22543,3,2025-02-21
19623,62,2026-02-22
38340,100,2025-10-05
30340,119,2025-05-19
31838,114,2025-07-12
5247,81,2024-11-18
25546,78,2024-06-22
250,85,2025-05-17
8625,43,2024-06-30
33559,15,2024-12-21
4065,87,2024-05-22
27423,54,2025-10-30
36378,67,2024-12-11
13913,43,2025-08-13
17236,8,2024-07-18
23532,27,2024-11-15
31936,118,2025-07-25
8298,75,2024-04-05
38562,107,2025-09-08
26809,49,2024-10-01
28547,29,2024-12-17
3113,72,2025-07-06
32514,55,2024-07-05
21684,36,2025-10-26
28986,46,2025-12-23
24602,118,2025-01-21
13268,99,2025-05-03
2278,84,2024-12-10
5542,91,2025-08-29
39060,113,2024-06-04
37958,71,2025-04-07
20772,71,2026-02-24
36580,80,2025-08-28
23975,46,2024-07-30
7679,120,2024-09-12
34796,92,2024-04-11
25594,99,2024-11-18
15662,115,2025-06-15
9293,29,2025-11-07
7998,105,2025-07-19
8017,41,2025-07-26
5318,3,2024-05-19
36294,65,2024-05-10
9247,61,2026-01-17
18684,111,2026-02-05
37510,79,2025-01-04
23608,111,2025-03-17
16632,98,2024-04-15
14911,114,2024-08-16
37696,29,2025-03-24
36490,34,2024-06-30
15016,45,2024-04-12
23158,109,2024-10-31
13156,53,2025-01-06
35969,102,2024-04-10
37762,86,2025-10-28
13757,70,2025-11-22
7379,26,2026-02-21
3535,7,2025-12-16
20032,110,2024-12-29
1095,14,2025-07-06
35819,67,2025-12-27
37162,55,2024-07-03
1849,31,2024-10-04
17093,52,2025-07-06
20630,82,2024-09-27
37558,18,2025-03-11
30228,61,2024-11-23
38324,111,2025-11-23
24359,35,2024-12-12
30935,74,2026-02-07
25558,107,2025-04-29
32254,19,2025-07-11
1146,59,2024-11-26
37467,85,2025-04-22
14700,104,2025-06-27
29873,115,2025-11-04
4240,78,2024-04-25
4007,37,2025-05-14
35576,39,2025-01-26
24627,10,2025-07-16
30813,25,2024-05-30
22393,117,2025-09-14
16690,118,2025-05-18
9665,1,2024-04-30
9021,87,2025-07-29
33877,92,2024-07-06
4887,38,2025-05-02
30688,77,2025-06-03
37423,48,2025-11-03
11457,109,2024-08-12
30276,3,2024-11-14
4586,58,2024-06-13
25301,97,2025-06-23
36287,78,2024-04-22
10074,113,2024-04-17
18171,96,2026-02-19
11319,33,2025-07-04
18437,39,2024-07-05
9302,85,2026-03-05
38242,19,2025-05-13
2716,76,2026-01-06
29441,73,2024-07-01
26457,60,2025-12-20
2246,108,2025-11-24
21019,16,2024-08-11
34201,95,2024-08-20
26257,32,2025-07-15
31345,101,2025-01-10
21044,106,2024-09-09
22561,42,2024-10-01
21179,37,2024-09-05
24483,79,2024-05-04
28227,91,2024-06-24
26558,98,2024-03-27
8161,23,2025-07-09
7690,26,2025-09-13
38094,5,2024-09-22
12488,73,2024-11-08
11119,99,2024-06-01
36841,94,2025-09-09
14860,52,2025-01-09
38106,35,2024-11-15
8288,100,2025-10-26
10687,116,2026-03-14
8978,118,2024-03-22
10989,3,2025-10-26
20850,107,2026-02-15
36255,41,2025-01-19
4337,91,2024-11-23
16000,8,2025-11-18
28077,6,2025-07-02
24550,71,2025-03-12
19009,118,2024-12-31
2408,111,2025-11-23
13128,83,2025-08-23
38614,96,2024-06-12
37082,73,2025-09-30
27152,105,2025-09-09
28296,86,2024-05-10
28745,101,2024-07-28
14810,83,2024-12-10
34516,49,2025-04-08
21166,14,2025-08-07
5156,110,2024-03-18
39170,75,2025-05-16
6066,9,2024-06-10
779,106,2024-05-03
30622,38,2025-12-26
3573,38,2025-06-04
22233,49,2024-06-22
7122,6,2026-01-16
25035,64,2025-07-19
22296,90,2025-06-15
15326,85,2025-10-12
26254,111,2025-09-02
30860,25,2026-02-21
33594,15,2024-10-12
30143,83,2026-01-07
33327,91,2025-12-12
12072,50,2025-04-05
32048,117,2025-10-17
19815,66,2024-08-10
28112,40,2025-07-30
14782,89,2025-08-04
12531,78,2025-06-01
18619,98,2024-06-03
11562,38,2026-02-12
6419,52,2024-11-02
1266,60,2025-03-20
27284,69,2024-08-27
13200,84,2025-01-22
39797,24,2025-03-01
7474,82,2025-01-17
7310,59,2025-05-24
36417,8,2025-02-24
35240,118,2025-12-15
31944,36,2025-02-19
13187,87,2024-12-27
8421,49,2025-02-01
34446,90,2024-06-04
22077,22,2024-07-09
12518,106,2025-11-24
326,81,2024-08-03
32736,102,2025-11-28
3266,98,2025-01-28
29890,112,2025-03-23
31013,31,2026-02-19
38564,31,2025-03-15
2411,25,2024-10-23
2300,8,2024-03-17
14958,1,2024-04-01
2082,67,2024-05-02
20605,33,2025-07-22
14106,71,2025-12-16
4325,31,2024-12-31
32766,18,2024-06-16
31147,94,2025-01-05
18519,110,2025-07-02
17939,73,2024-11-22
24442,25,2025-07-19
22299,84,2025-04-29
658,115,2024-11-29
6636,6,2026-01-04
38752,25,2025-01-24
10069,107,2025-12-12
20698,62,2025-07-19
32890,60,2025-07-30
12127,43,2025-11-07
25835,94,2025-04-19
20109,113,2025-08-08
23416,41,2024-05-04
35607,37,2024-12-22
32010,75,2025-06-06
12223,117,2024-08-20
35639,109,2024-07-02
31514,44,2025-09-17
26215,37,2025-07-29
3916,16,2025-06-04
23874,29,2025-05-14
7299,47,2025-09-27
17894,37,2026-03-02
4987,7,2024-08-27
10860,29,2025-03-08
20808,101,2025-05-31
28634,92,2026-01-06
27018,52,2024-09-26
13383,99,2024-12-21
11796,18,2024-05-31
24101,7,2025-09-08
249,19,2025-04-25
35293,68,2025-03-19
948,93,2026-02-09
39803,30,2025-06-27
32030,62,2025-02-22
37265,69,2025-11-20
22111,101,2025-05-19
34129,61,2024-11-30
27687,86,2024-12-10
16699,61,2025-09-06
7935,52,2025-08-30
30824,96,2024-04-01
24212,76,2024-09-25
2622,8,2024-10-01
10296,74,2024-07-14
17615,61,2025-06-13
16914,108,2025-04-10
38836,40,2024-05-22
33645,85,2024-12-08
37646,58,2025-07-07
17213,73,2025-09-24
24758,85,2025-08-30
30936,18,2024-05-01
8705,120,2025-09-27
30880,30,2024-04-02
3874,112,2025-12-02
2280,10,2024-05-10
25471,64,2024-07-11
29823,43,2024-10-08
31536,65,2026-02-01
16735,19,2025-07-11
193,56,2025-04-29
12663,49,2025-04-02
22222,41,2024-06-05
9577,50,2024-11-15
30811,62,2025-11-02
13336,61,2025-06-19
2271,91,2024-08-30
39478,13,2025-05-05
37627,22,2025-03-01
6265,30,2025-12-13
27085,37,2024-07-11
35138,30,2024-07-05
21069,36,2026-02-22
16958,60,2024-10-03
31796,52,2024-10-02
39833,88,2025-09-12
5867,115,2024-06-17
22042,120,2024-04-19
24310,109,2026-01-22
10754,88,2025-07-07
21242,25,2026-02-24
39275,103,2025-12-11
39345,40,2025-09-28
18686,56,2024-07-08
28422,18,2024-07-05
26891,102,2025-07-12
8744,83,2026-01-01
24378,77,2025-12-26
18935,64,2025-06-17
18508,75,2025-07-06
4726,45,2026-02-15
11677,25,2025-09-09
28806,72,2026-02-25
17271,11,2024-12-18
14228,29,2025-10-20
3729,15,2025-05-09
9820,46,2024-05-09
24449,92,2025-02-16
33475,96,2025-10-09
18789,107,2026-02-28
35167,70,2024-10-03
24276,74,2025-12-30
16621,72,2026-01-06
13902,71,2026-02-28
25141,117,2024-12-15
34313,98,2024-11-20
25259,42,2026-02-17
13462,30,2024-04-10
38299,101,2025-02-23
12259,34,2025-02-15
